"FAC_CODE","FAC_NAME","FAC_DESCRIPTION","US","CA","UK","FR","BE","NL","GE","SE","CZ","IT","Cat_Ix","SCat_Ix","Date of last change","DIGEST Status","Source of Proposed Change","Approval Notes","Report Number","Change History","Justification","Comments","Equivalence_FC","Equivalence_AC","Equivalence_AV","US Comments","CA Comments","UK Comments","FR Comments","BE Comments","NL Comments","GE Comments","SE Comments","CZ Comments","IT Comments"
"BB198","Fender","A protective structure designed to cushion the impact of a vessel and prevent damage.",,,,,,,,,,,"B","BB",1998/04/02 0:00:00,0,"WP",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,,,,
"BB199","Floating Dock","A dock which normally consists of a bottom pontoon, on which a ship can be lifted out of the water, and two side walls to give stability to the bottom pontoon.",,,,,,,,,,,"B","BB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BB200","Pump Out Facility","A place on land to where ships can pump waste liquids.",,,,,,,,,,,"B","BB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BB201","Small Craft Facility","An installation with a certain function or service generally of interest for small craft or pleasure boats.",,,,,,,,,,,"B","BB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BB202","Ice Boom","Floating barriers, anchored to the bottom, used to deflect the path of floating ice in order to prevent the obstruction of locks, intakes, etc., and to prevent damage to bridge piers and other structures.",,,,,,,,,,,"B","BB",1998/04/02 0:00:00,0,"WP",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.",,,,,,,,,,,,,,
"BB220","Ramp (Maritime) ","A partially submerged hard surfaced area on a shoreline for launching and retrieving vessels or vehicles.",,,,,,,,,,,"B","BB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BB221","Log Ramp","An inclined plane used to dump logs into the water for transport, or to haul logs out of the water for processing.",,,,,,,,,,,"B","BB",1999/05/20 0:00:00,0,"US",,"2.1","Version 2.1: New Feature to permit mapping of S-57","To permit mapping of new S-57 attribute value CATSLC 017.","UK:  Please confirm that the ramp is specifically only ever used for the stated purpose. YES …..but…..
GE:  YES  Another possibility : AL195 Ramp + attribute USE...(i.e. less new features and more attributes).
US:  This is a newly proposed addition to S-57 for Edition 3.1 with the above definition.  It will only be collected and populated in the future and I assume as specified.  I would prefer to handle it at the feature level to preclude attribute collisions.
IT:  ???   Preferable use of AL195 + Attribute USE. Need further discussion.",,,,,,,,,,,,,
"BB225","Rip Rap","A loose assemblage of broken stones or similar material erected in water or on soft ground as a foundation or to protect the underlying surface from erosion.",,,,,,,,,,,"B","BB",1998/04/02 0:00:00,0,"WP",,"2.0A",,,"Approved by FACC WP Dec 1997.",,,,,,,,,,,,,
"BB226","Revetment (Shore Protection)","Facing of stone or other material  placed along the edge of a stream, river or canal to stabilize the bank and to protect it from the erosive action of the stream.",,,,,,,,,,,"B","BB",1998/04/02 0:00:00,0,"WP",,"2.0A",,"There is a requirement for the  DNC to distinguish between  revetments which are shoreline protection and revetments which are protection for buildings, airplanes, etc.  Required also for terrain analysis.  The implementation of Revetment (BB226)  in the DNC will be similar to the use of the new feature Rip-Rap (BB225).
",,,,,,,,,,,,,,
"BB230","Seawall ","A structure built to protect the shore from erosion.",,,,,,,,,,,"B","BB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BB240","Slipway/Patent Slip","A prepared slope for launching and recovering vessels.",,,,,,,,,,,"B","BB",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Remove reference to BL195 - it doesn't exist.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"BB250","Watering Place","A place where vessels can replenish their water supply.",,,,,,,,,,,"B","BB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BB507","Harbor Basin","Natural or man-made or separated part of a water body where ships are loaded and unloaded.",,,,,,,,,,,"B","BB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"BB630","Šachta","N/A",,,,,,,,,,,"B","BB",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"BB999","Vodohospodárský Objekt","N/A",,,,,,,,,,,"B","BB",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"BC010","Beacon ","A fixed visual or electronic aid to navigation.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC020","Buoy ","A floating object, other than a lightship, moored or anchored to the bottom and serving as an aid to navigation.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC030","Leading Light(s)","Two or more lights forming a leading line of a course to be followed.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC031","Navigation Line","A line generated by the straight line connection between two navigational aids, and which extends towards the area of navigational interest.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC032","Radar Line","Mid-channel lines corresponding to the lines in harbor radar displays.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC033","Radar Range","Indicates the coverage of a sea area by a radar surveillance station. Inside this area a vessel may request shore based radar assistance, particularly in poor visibility.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC035","Lights in Line","Lights marking area limits, cable alignment, alignments for anchoring, etc., not marking direction or course.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC040","Light ","A specially constructed device which displays a luminous or lighted aid to navigation.  (See also BC050)",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC050","Lighthouse","A distinctive structure exhibiting light(s) designed to serve as an aid to navigation.  (See also BC040)",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC055","Marker","A colored (usually white) mark on a cliff, rock, wall, etc. which is a conspicuous landmark for marine navigation.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC060","Light Sector ","A sector defined by bearings from seaward within which a light shows a specified character or color, or is obscured.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC070","Light Vessel/Lightship","A distinctively marked manned vessel anchored or moored at a defined point to serve as an aid to navigation.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC080","Perches/Stakes","A small marker used to identify channels or to mark dangers such as rocks, shoals, etc.  (See also BD100 and BD140)",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC098","Navigational Mark, Afloat","Complex feature with possible components made of many simple features only.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC099","Navigational Mark, Fixed","Complex feature with possible components made of many simple features only.",,,,,,,,,,,"B","BC",1998/04/02 0:00:00,0,"WP",,"2.0A",,"Capitalization
",,,,,,,,,,,,,,
"BC100","Leading Line ","A track which passes through one or more (usually two) clearly defined objects, along which a vessel can safely travel.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC101","Fog Signal","A warning signal transmitted by a vessel, or aid to navigation, during periods of low visibility.  Also, the device producing such a signal.",,,,,,,,,,,"B","BC",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BC102","Direction of Lateral Buoyage","A point (symbol) placed in a dataset to indicate the direction defining a lateral buoyage system, such as the International Association of Lighthouse Authorities (IALA) Lateral System where the orientation is not otherwise discernable from the configuration of the shoreline and waterways due to limited geographic extent or other constraints.",,,,,,,,,,,"B","BC",1998/09/17 0:00:00,0,"US",,"2.0A",,"Defines direction of lateral buoyage where it is not apparent by orientation alone.","IT in principle has no objection but suggests that the definition be changed.  
US requests that the IT representative suggest what in the definition needs changing.
Definition changed to reflect discussion during June 1998 WP.  Please review and comment.",,,,,,,,,,,,,
"BC110","Topmark","A characteristic shape secured at the top of a buoy or beacon to aid in its identification. (IHO S-32)",,,,,,,,,,,"B","BC",2000/07/11 0:00:00,0,"US",,"2.1","Version 2.1: New feature to represent topmarks","Needed to permit creating buoys and beacons as complex objects and to carry the tmc and col attributes.  Currently using tmc on a buoy or beacon results in confusion when the color of the topmark is different than that of the supporting structure.",,,,,,,,,,,,,,
"BC501","Navigation Sign","Sign erected or anchored at a specified position, giving navigational information.",,,,,,,,,,,"B","BC",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"BD000","US-Underwater Danger/Hazard  UK-Underwater Danger","A known underwater object or area, known to be dangerous to surface navigation.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD001","Mine-Naval","An explosive device used in naval warfare located on or below the sea.",,,,,,,,,,,"B","BD",1998/04/02 0:00:00,0,"US",,"2.0A",,,"Approved by FACC WP Dec 1997.",,,,,,,,,,,,,
"BD005","Miscellaneous Underwater Feature ","An object or area on the sea floor or underwater that is not identified by any other code in this specification. (Also see BD000)",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD010","Breakers ","Waves which break over off-lying shoals or near the shore.  (See also BD080)",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD020","Crib ","A framework structure submerged or above water used to support pipelines, sewer lines, or outfalls.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD030","US-Discolored Water  UK-Discoloured Water","An area of sea water having a color distinctly different from the surrounding water.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD040","Eddies ","Circular movements of water running contrary to the main current.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD050","US-Foul Ground  UK-Foul","A region of comparatively shallow water strewn with rocks, boulders, coral, wreckage, or other obstructions, making it unsuitable for anchoring, grounding, or ground fishing.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD060","Kelp/Seaweed","A large seaweed.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD070","Obstruction (Nautical)","A danger to navigation, the exact nature of which is not specified, or has not been determined.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD071","Log Boom/Booming Ground","A line of connected, floating timbers as across a river or enclosing a water area to keep logs ready for the sawmill from floating away; also, the enclosed area.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD072","Pontoon","A broad, flat-bottomed floating structure without sheer, rectangular in shape, resembling a barge.",,,,,,,,,,,"B","BD",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Change ';' to ':' in names section.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"BD073","Oil Barrier","A construction to dam oil flow on water.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD074","Chain/Wire","A physical connection between two independent objects, e.g., between: anchor and mooring buoy; anchor and offshore platform; hulk and bollard on land.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD079","Fishing Facility","A tool in shallow water for fishing purposes which can be an obstruction to ships in general.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD080","Overfalls/Tide Rips","Short, breaking waves occurring when a current passes over a shoal or other submarine obstruction or meets a contrary current or wind.  Tide rips occur when one or more of the currents are tidal.  (See also BD010)",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD100","Pile/Piling/Post","A long, heavy timber or section of steel, concrete, etc., forced into the earth to serve as a support, as for a pier.  (See also BC080 and BD140)",,,,,,,,,,,"B","BD",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Remove semicolon and replace with colon in Danish Translation.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"BD110","Platform ","A flat surface raised above the sea, as a working stage for conducting offshore operations.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD111","Offshore Platform Site (cleared)","A structure placed in the sea and used for production loading and discharge or observation/research facilities.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD112","Production Installation","An installation for the exploitation of natural resources.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD119","Ledge","A narrow, flat surface or shelf, especially one that projects, as from a wall of rock.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD120","Reef ","A rocky or coral elevation at or near enough to the surface of the sea to be a danger to surface navigation.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD121","Pingo","A cone or dome shaped mound or hill of peat or soil, usually with a core of ice. It is found in tundra regions and is produced by the pressure of water or ice accumulating underground and pushing upward.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD122","Cay","A small insular feature, which may contain scant vegetation;  usually composed of sand or coral.  Often applied to smaller coral shoals.",,,,,,,,,,,"B","BD",1999/05/20 0:00:00,0,"US",,"2.1","Version 2.1: New Feature to permit mapping of S-57","To permit mapping S-57 attribute CATLND 020.","UK:  YES
GE:  NO  The definition is not clear enough. What is the difference to BD120 Reef ?  Or, to put it in other words : From what size on does a „cay“ become a „reef“ ?  In that context, we have also to ask ourselves : Where is the dividing line between a „rock“ (e.g. a skerry) and an island (BA030) ?
US:  This is also a newly proposed addition to S-57 for Edition 3.1 with the above definition.  It will only be collected and populated in the future and I assume as specified.  I would prefer to handle it at the feature level to preclude attribute collisions.
IT:  ???  Need clarification and further discussion.",,,,,,,,,,,,,
"BD123","Boom","A floating barrier used to protect a river or harbor mouth or to create a sheltered area for storage purposes.",,,,,,,,,,,"B","BD",1999/05/20 0:00:00,0,"US",,"2.1","Version 2.1: New Feature to permit mapping of S-57","To permit mapping S-57 attribute CATOBS 010.","UK:  YES
GE:  NO In conflict with BD071 Log Boom.
US:  This is also a newly proposed addition to S-57 for Edition 3.1 with the above definition.  It will only be collected and populated in the future and I assume as specified.  I would prefer to handle it at the feature level to preclude attribute collisions.
IT:  ???  In this case we would introduce a generic feature that is in contrast with a more specific feature (BD071 Log Boom) already existing.
Suggest to wait for the Feature, Attribute, and Attribute Values Definition review before adding new potential problems!  Discuss.",,,,,,,,,,,,,
"BD124","Reef Pool","An open body of water found within the interior of a reef.",,,,,,,,,,,"B","BD",2002/09/05 0:00:00,0,"US","FWP 09","2.2","New Feature","Feature Level Data Base (FACS Migration)",,,,,,,,,,,,,,
"BD130","Rock ","An isolated rocky formation or a single large stone above or below the water surface.",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"BD140","US-Snags/Stumps  UK-Snags/Submerged Stumps","A stem or a trunk of a tree below the surface of water.  (See also BC080 and BD100)",,,,,,,,,,,"B","BD",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
