"ATT_CODE","DIGEST Status","US","CA","UK","FR","BE","NL","GE","SE","CZ","IT","ATT_NAME","ATT_DESCRIPTION","ATT_TYPE","ATT_FORMAT","ATT_LENGTH","MIN_VAL","MAX_VAL","Date of last change","Source of Proposed Change","Approval Notes","Report Number","Change History","Justification","Comments","US Comments","CA Comments","UK Comments","FR Comments","BE Comments","NL Comments","GE Comments","SE Comments","CZ Comments","IT Comments"
"EHI",0,,,,,,,,,,,"Extracted Runway High Identifier","Runway High Identifier.","Text","ASCII Text",4,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"EHM",0,,,,,,,,,,,"Ellipsoid Height In Metres – High End","Elevation above the ellipsoid at the highest end of the runway.","Numeric","Floating Point",1,,,2000/08/07 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"ELA",0,,,,,,,,,,,"Elevation Accuracy","Indicates whether the ZVL value is accurately known.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"ELF",0,,,,,,,,,,,"Ellipsoid Height In Feet – Low End","Elevation above the ellipsoid at the lowest end of the runway.","Numeric","Floating Point",1,,,2000/08/07 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"ELI",0,,,,,,,,,,,"Extracted Runway Low Identifier","Runway Low Identifier.","Text","ASCII Text",4,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"ELM",0,,,,,,,,,,,"Ellipsoid Height in Metres – Low End","Elevation above the ellipsoid at the lowest end of the runway.","Numeric","Floating Point",1,,,2000/08/07 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"ENT",0,,,,,,,,,,,"Apron/Hardstand Entry Clearance","The apron /hardstand access maximum width considering taxiway width plus clearance from such hazards as trees, revetments, buildings, etc.","Numeric","Floating Point",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"EOD",0,,,,,,,,,,,"Exposition of Depths","Indicates specific categories of depths governed by IHO regulations used in indicating safe navigation.  See also DKC.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes
US: Originally proposed  EOD 4-6 are now DKC 1-3, they were mixed concepts.",,,,,,,,,,
"EOL",0,,,,,,,,,,,"Elevation of Light","The elevation of a light.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"EPC",0,,,,,,,,,,,"Exact Positioning Category","Indicates whether the position description of an object can be classified as ""Exact"" when used for marine navigation.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes",,,,,,,,,,
"EPW",0,,,,,,,,,,,"Electrical Power Capacity","Electrical Power capacity of a feature expressed in megawatts.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"ETN",0,,,,,,,,,,,"Electric Tension","The nominal voltage of supplied power to a transport system.","Numeric","Short Integer",1,-32767.00,32767.00,1998/04/02 0:00:00,"WP",,"2.0A",,"Missing ETN 0 Actual Value in 2.0
",,,,,,,,,,,
"EXP",0,,,,,,,,,,,"Expansion Type","The type of a route expansion.","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Created in order to harmonise FACC with EDCS and suggested by SEDRIS.  Based on ECDS: EA ROUTE_EXPANSION_TYPE",,,,,,,,,,,
"EXS",0,,,,,,,,,,,"Existence Category","The state or condition of the feature.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"FAC",0,,,,,,,,,,,"Pier-Wharf-Quay Face Type","Describes whether a pier or quay is of solid, closed construction or of open pile construction.","Coded","Short Integer",1,0.00,999.00,1999/05/20 0:00:00,"US",,"2.1","Version 2.1: New Attribute to differentiate open and solid piers and quays in order to map S-57 to FACC.  The use of pier/wharf/quay will not work if the maritime use of the word wharf as a collective name for piers and quays is followed.","We need a way to differentiate open and solid piers and quays in order to map S-57 to FACC.  The use of pier/wharf/quay will not work if the maritime use of the word wharf as a collective name for piers and quays is followed.","UK: YES
GE: YES
IT: YES",,,,,,,,,,
"FAD",0,,,,,,,,,,,"From Address Number","Contains address ranges for a line or area feature, e.g., a street or portion of a street can have a range of address numbers from 1-99999 or a building such as an apartment or office building could have the same range.  If the address has only one number, the From Address Number (FAD) and To Address Number (TAD) are the same.","Numeric","Long Integer",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Attribute cited in EUVMAP Specification but not in FACC 2.1 or earlier.","GE: Yes, but: Why 1-99999 here and 1-999 for TAD?
US: Typo in original, TAD corrected.
US:  Modified to accommodate larger addresses than 999.",,,,,,,,,,
"FBL",0,,,,,,,,,,,"Boundary Lights","The availability of boundary lights at the aircraft facility.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"FCL",0,,,,,,,,,,,"Ferry Crossing Length","Length of crossing between shore points.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"FCM",0,,,,,,,,,,,"Feature Construction Material Code","A code indicating the construction materials comprising the feature.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"FCO",0,,,,,,,,,,,"Feature Configuration","Configuration of feature.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"FCT",0,,,,,,,,,,,"Ferry Crossing Times","The usual time taken for a ferry crossing, including typical loading and unloading times.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"FDM",0,,,,,,,,,,,"Fuel Dispensing Method","The primary method of dispensing fuel at the air facility.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"FDT",0,,,,,,,,,,,"Fog Detector","Indicates whether or not a fog detector light is attached to, or connected with the feature.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,"Required for DNC to differentiate presence of detectors.
",,,,,,,,,,,
"FEC",0,,,,,,,,,,,"Final Evaluation Code","Final code taking accuracy attributes into account.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"FEO",0,,,,,,,,,,,"Feature Element Orientation","The angular distance measured from true north (0 deg) clockwise to the predominant linear pattern of the elements within the feature.","Numeric","Short Integer",1,0.00,359.00,1998/04/02 0:00:00,"WP",,"2.0A",,"Grammar.
",,,,,,,,,,,
"FER",0,,,,,,,,,,,"Ferry Type","Indicates the maneuverability of a ferry vessel.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"UK",,"2.0A",,"Change of definition. Replace (Indicates whether or not ferry travels along cables.) with (Indicates the maneuverability of a ferry vessel.)  Ruffhead UK  Also there is a new proposed value for Ice Ferry..","IT: suggests the modification of the definition as agreed at the 3rd FACC WP.  
US - can you reiterate that change.  RCB",,,,,,,,,,
"FFA",0,,,,,,,,,,,"Fuel Facilities Available","Fuel facilities available at or in the near vicinity.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"FFC",0,,,,,,,,,,,"Fishing Facility Classification","Encodes the various types of fishing facilities.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"FFP",0,1,,1,,,1,1,1,1,,"Farming Field Pattern","Geometric layout used in placing seeds or young plants on a tract used for agriculture. (EDCS)","Coded","Short Integer",1,0.00,999.00,2002/05/01 0:00:00,"US","2003-10-21","2.2","New Attribute","Breakout of multiconcept attribute FTC.",,"See NL Needs study",,,,,"See 003",,"Reject 003",,
"FHC",0,,,,,,,,,,,"Harbor Facility Classification","Tabulates the kind of operation/service.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,,,"2.0",,,,,,,,,,,,,
"FHH",0,,,,,,,,,,,"True Feature Heading (High End)","The eastern half of the feature centerline alignment measured clockwise from true north.","Numeric","Floating Point",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"FHL",0,,,,,,,,,,,"True Feature Heading (Low End)","The western half of the feature centerline alignment measured clockwise from true north.","Numeric","Floating Point",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"FIC",0,,,,,,,,,,,"Fill Category","Indicates whether a structure is or is not a fill or is used as a fill.","Coded","Short Integer",1,0.00,999.00,2002/02/25 0:00:00,"US","FWP 10","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS.","GE: No, the question is if that makes any sense at all (“a structure as a fill“) and if that attribute is actually required Our proposal : If so, then FUC 031 and 032.
US: Created to preserve USE 136 and 139 - do we need to preserve 100% backward compatibility?.  If we feel it is needed, then should be a feature; don't feel it is needed though.",,,,,,,,,,
"FL1",0,,,,,,,,,,,"Flight Level 1","A minimum surface of constant atmospheric pressure which is related to a specific pressure datum, (1,013.2 hectopascal (hPa) or 29.92 inches) and is separated from the consecutive flight levels by a pressure interval corresponding to 500 feet (152.4 m.).","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"FL2",0,,,,,,,,,,,"Flight Level 2","A maximum surface of constant atmospheric pressure which is related to a specific pressure datum, (1,013.2 hectopascal (hPa) or 29.92 inches) and is separated from the consecutive flight levels by a pressure interval corresponding to 500 feet (152.4 m.).","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"FLT",0,,,,,,,,,,,"Floodlit Illumination","Indication of the presence of floodlighting to illuminate the structure of a light.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,"Added DNC requirement.
",,,,,,,,,,,
"FMM",0,1,,1,,,1,1,1,1,,"Farming Method","Classification of generally used farming methods.","Coded","Short Integer",1,0.00,999.00,2002/05/01 0:00:00,"US","2003-10-17","2.2","New Attribute","Breakout of multiconcept attribute FTC.",,,,,,,,,,,
"FPT",0,,,,,,,,,,,"Facility Priority Type","Indicates the priority status of the airfield.","Coded","Short Integer",1,0.00,999.00,2003/07/28 0:00:00,"US","30June2003","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: No, It is to be clarified first what is meant by “priority status”.  Priority of extraction ? Priority of representation ? Priority of the actual “facility“ (why not “feature“ ?)?  
US: Well accepted airfield classification system.  Modified definition to refer to airfield and not facility.",,,,,,,,,,
"FRQ",0,,,,,,,,,,,"Frequency of Signal","Audio frequency of acoustical signal.","Numeric","Long Integer",1,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"FRT",0,,,,,,,,,,,"Firing Range Type","Type of firing range.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"FTC",0,,,,,,,,,,,"Farming Type Category","Type of field pattern or use.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"WP",,"2.0A",,"Add or use
",,,,,,,,,,,
"FTI",0,,,,,,,,,,,"Fence Type Indicator","Type of fence.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"FTP",0,,,,,,,,,,,"Fabrication Type","Denotes the type of fabrication industry as light or heavy.  Light fabrication industries are characterized by light steel or woodframe buildings and lack heavy equipment.  Heavy fabrication industries are characterized by large heavy steel frame buildings and may utilize large cranes for heavy lifting.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,"Required for VMAP 1 and 2 and used to identify the type of facility used to fabricate products..
",,,,,,,,,,,
"FTR",0,,,,,,,,,,,"Feature Rate","A quantified rate associated with a feature (e.g. Cars crossing a Bridge-AQ040).  Units will be quantified using a structured text approach (e.g. 100(cars)[crossing bridge per hour] where the type of unit is in parentheses ( ) and a unit qualifier is in brackets [ ].","Structured Text","ASCII Text",80,,,1998/04/02 0:00:00,"WP",,"2.0A",,"Change qualified to quantified.
",,,,,,,,,,,
"FUC",0,,,,,,,,,,,"Functional Use Category","Indicates the general function or use of a feature.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes   (see FIC)
FR: Questions inclusion of Avalanche (FUC 007).
RCB: FUC 007 still needs resolution before this attribute is completed.",,,,,,,,,,
"FUN",0,,,,,,,,,,,"Functional Status","Describes the condition or functionality of a feature irregardless of its primary purpose.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes, but  why always use “facility“ instead of  “feature”?  And what is a “dissipating facility“ ?
US: Modified definition.  As for “dissipating facility“, I haven't a clue.  Again, backward compatibility is driving this not a specific US requirement.",,,,,,,,,,
"FVO",0,,,,,,,,,,,"Feature Vertical Orientation","Describes the orientation of the usual axis of a feature relative to the vertical.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"GAW",0,,,,,,,,,,,"Gauge Width","The width of a single pair of rails, measured along the shortest distance from inside rail to inside rail.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"GDR",0,,,,,,,,,,,"Garbage Disposal Remarks","Remarks on garbage disposal, to include: capacity, treated /untreated, and method of disposal.","Text","ASCII Text",1080,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"GEC",0,,,,,,,,,,,"Geopolitical Entity Code","Classification of recognized geopolitical entity types.","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","For several years producing and collecting agencies have had problems adquately classifying boundary information within a FACC based geospatial environment without error, confusion or loss.  This proposed attribute was a result of a study by the US (NIMA and Dept of State) with representation from the UK {Foreign Office}.",,,,,,,,,,,
"GEH",0,,,,,,,,,,,"Geomorphic Height","Height of the feature above average surface level as determined by a corresponding digital elevation matrix.","Numeric","Floating Point",1,,,1998/09/17 0:00:00,"US",,"2.0A",,"Required during elevation contouring for topographic products.
",,,,,,,,,,,
"GEN",0,,,,,,,,,,,"Generation of Fog Signal Category","Type of mechanism of fog signal generating.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"GEO",0,,,,,,,,,,,"Geographic Location Category","Describes the general geographic location of the feature.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"GFC",0,1,,1,,,1,1,1,1,,"Government Facility Category","Encodes one or more facilities or buildings which normally are associated with the act of governing, or closely related activities.","Coded","Short Integer",1,0.00,999.00,2003/02/24 0:00:00,"UH","2003-10-17","2.2","New Attribute","Breakout of multiconcept attributes i.e. BFC","GE: Yes
FR: Combine with proposed PSF and CEF  as all are too similar to completely differentiate.
US: Disagree, they are distinct concepts.  
RCB: We need to discuss.","See UK",,"The attribute definition includes plurals and as the attribute could apply to a single building or facility, suggest rewording to “Encodes one or more facilities or buildings which……..” .",,,,,,,
